Recording Name,Accent Type,Word Index,Start Time (s),End Time (s),Top 1 Word,Top 1 Confidence (%),Top 2 Word,Top 2 Confidence (%),Top 3 Word,Top 3 Confidence (%)
russian40,russian,33,12.76,12.90,HER,98.90,ER,0.71,FHER,0.11
russian40,russian,34,12.96,13.40,BROTHER,66.53,BRATHER,17.47,BROTER,5.56
russian40,russian,35,13.46,13.78,BOB,96.52,BORB,1.19,BAB,1.02
russian40,russian,36,13.84,14.40,WE,95.54,WEY,2.15,TE,0.85
russian40,russian,37,14.46,14.68,ALSO,99.69,ALLSO,0.23,ASO,0.02
russian40,russian,38,14.74,14.88,NEED,98.90,NEET,0.66,NEAD,0.17
russian40,russian,39,14.96,14.96,A,99.26,E,0.72,O,0.02
russian40,russian,40,15.02,15.26,SMALL,95.83,SMOLL,2.37,SMAL,1.07
russian40,russian,41,15.32,15.78,PLASTIC,92.49,PLASTICK,5.23,CLASTIC,0.44
russian40,russian,42,15.84,16.20,SNAKE,99.71,SNAKES,0.14,SNAK,0.07
russian40,russian,43,16.26,16.42,AND,96.73,AN,3.09,ND,0.07
russian40,russian,44,16.50,16.50,A,99.37,E,0.61,O,0.01
russian40,russian,45,16.56,16.78,BIG,99.77,BI,0.10,BEIG,0.06
russian40,russian,46,16.84,17.36,TOIL,52.16,TOI,21.07,TOYL,7.53
russian40,russian,47,17.42,17.74,THROG,28.01,TROG,23.34,FHROG,12.74
russian40,russian,48,17.80,17.94,FOR,96.21,FROR,2.43,FER,0.30
russian40,russian,49,18.00,18.10,THE,80.98,TE,5.85,ZHE,5.38
russian40,russian,50,18.14,18.46,KEES,37.80,KEYS,36.59,KEEDS,9.76
russian40,russian,51,18.52,19.10,SHE,99.98,SH,0.01,CHE,0.01
russian40,russian,52,19.14,19.28,CAN,96.84,KAN,1.37,CIN,0.70
russian40,russian,53,19.34,19.66,SCOOP,67.34,SCOOL,9.41,SCOOPE,5.96
russian40,russian,54,19.72,19.86,THESE,96.16,TESE,3.38,SHESE,0.15
russian40,russian,55,19.92,20.20,THINGS,96.71,THINKS,1.23,TINGS,0.90
russian40,russian,56,20.26,20.52,INTO,98.83,INT,0.62,INTE,0.16
russian40,russian,57,20.60,20.78,THREE,92.25,TREE,5.35,SHREE,1.81
russian40,russian,58,20.84,21.00,RED,99.58,DRED,0.18,RAD,0.06
russian40,russian,59,21.06,21.40,BAGS,98.97,BAKS,0.47,BACGS,0.23
russian40,russian,60,21.44,21.62,AND,98.48,AN,1.42,ND,0.03
russian40,russian,61,21.68,21.76,WE,98.48,YE,0.48,HE,0.36
russian40,russian,62,21.80,21.96,WILL,59.57,ILL,19.13,W'LL,15.21
russian40,russian,63,22.02,22.12,GO,99.83,O,0.05,GA,0.05
russian40,russian,64,22.20,22.38,MEET,71.11,MEAT,27.71,MEED,0.56
russian40,russian,65,22.42,22.56,HER,99.87,HE,0.03,HR,0.03
russian40,russian,66,22.62,23.06,WEDNESDAY,99.65,WEDNESDAYS,0.25,REDNESDAY,0.08
russian40,russian,67,23.14,23.24,AT,78.65,AS,20.83,AN,0.26
russian40,russian,68,23.30,23.36,THE,77.60,TE,8.03,THA,7.74
russian40,russian,69,23.42,23.68,TRAIN,82.95,TRAINE,9.34,TRAIND,6.53
russian40,russian,70,23.72,24.20,STATION,99.60,STATIONE,0.07,STATIONS,0.07
russian41,russian,1,0.00,1.58,PLEASE,99.73,FLEASE,0.07,CLEASE,0.06
russian41,russian,2,1.64,1.88,CALL,94.80,CALLE,1.51,CALLD,1.47
russian41,russian,3,1.94,2.44,STELLA,79.11,STELA,11.08,STALLA,3.03
russian41,russian,4,2.48,2.92,ASK,96.91,ASKE,1.73,ASKD,1.16
russian41,russian,5,2.98,3.08,HER,99.97,THER,0.02,HE,0.01
russian41,russian,6,3.16,3.22,TO,99.97,T,0.02,O,0.01
russian41,russian,7,3.28,3.48,BRING,99.99,BING,0.01,BRIN,0.00
russian41,russian,8,3.56,3.76,THESE,99.92,THISE,0.03,THOSE,0.02
russian41,russian,9,3.82,4.14,THINGS,99.63,TINGS,0.31,THIGS,0.01
russian41,russian,10,4.22,4.38,WITH,99.99,WIH,0.00,WTH,0.00
russian41,russian,11,4.44,4.58,HER,99.97,HE,0.01,HOR,0.01
russian41,russian,12,4.64,4.82,FROM,99.72,FROR,0.14,FOM,0.12
russian41,russian,13,4.90,5.00,THE,99.63,THA,0.11,TE,0.10
russian41,russian,14,5.06,5.36,STORE,98.03,STARE,0.56,STOR,0.41
russian41,russian,15,5.42,6.12,SIX,99.46,SIXK,0.15,SIK,0.14
russian41,russian,16,6.18,6.64,SPOONS,72.89,SPOONUS,15.75,SPOONLS,5.31
russian41,russian,17,6.70,6.78,OF,98.39,OR,1.48,O,0.08
russian41,russian,18,6.86,7.20,FRESH,99.74,FRES,0.12,FREH,0.07
russian41,russian,19,7.26,7.56,SNOW,99.34,SNAW,0.33,SNEW,0.12
russian41,russian,20,7.60,7.90,PEAS,39.76,PEES,29.88,PEEAS,10.82
russian41,russian,21,7.98,9.00,FIVE,99.96,FIRE,0.02,FIE,0.01
russian41,russian,22,9.08,9.44,THICK,40.51,SHICK,17.67,TICK,11.16
russian41,russian,23,9.50,10.00,STABS,80.40,STUBS,9.64,STEBS,8.80
russian41,russian,24,10.06,10.12,OF,99.77,OR,0.16,ON,0.03
russian41,russian,25,10.20,10.48,BLUE,99.70,PLUE,0.12,BLU,0.04
russian41,russian,26,10.54,10.90,CHEESE,94.74,CHEES,3.07,CHEASE,1.59
russian41,russian,27,10.96,11.48,AND,99.85,AN,0.10,ND,0.02
russian41,russian,28,11.54,11.86,MAYBE,98.02,MEYBE,1.48,MABBE,0.31
russian41,russian,29,11.92,11.92,A,99.98,E,0.02,,0.00
russian41,russian,30,12.00,12.36,SNACK,59.50,SNAK,28.00,SNECK,4.81
russian41,russian,31,12.40,12.54,FOR,99.58,FROR,0.23,FOM,0.09
russian41,russian,32,12.60,12.72,HER,99.23,YER,0.40,HOR,0.13
russian41,russian,33,12.78,13.12,BROTHER,99.22,BROTHAR,0.28,BROTER,0.12
russian41,russian,34,13.18,13.50,BOG,49.79,BOB,15.17,BAG,14.01
russian41,russian,35,13.56,14.62,WE,99.97,WIE,0.01,WOE,0.01
russian41,russian,36,14.72,14.96,ALSO,99.99,ALS,0.00,ASO,0.00
russian41,russian,37,15.02,15.18,NEED,99.61,NEET,0.15,NEAD,0.07
russian41,russian,38,15.24,15.24,A,100.00,,0.00,,0.00
russian41,russian,39,15.32,15.62,SMALL,99.89,SMOLL,0.07,SMULL,0.01
russian41,russian,40,15.66,16.20,PLASTICK,72.54,PLASTIC,20.33,PLAESTICK,2.39
russian41,russian,41,16.24,16.62,SNAKE,99.31,SNAK,0.53,NAKE,0.04
russian41,russian,42,16.66,17.04,AND,99.88,AN,0.06,ND,0.04
russian41,russian,43,17.12,17.12,A,99.79,E,0.21,,0.00
russian41,russian,44,17.22,17.50,BIG,97.83,BEIG,1.66,BEG,0.24
russian41,russian,45,17.54,17.86,TOY,78.23,TOI,11.28,TOYL,6.35
russian41,russian,46,17.90,18.24,FROG,99.76,FROCG,0.12,FOG,0.05
russian41,russian,47,18.30,18.50,FOR,88.85,FROR,8.89,FOM,1.03
russian41,russian,48,18.60,18.78,THE,99.61,THA,0.13,TE,0.07
russian41,russian,49,18.84,19.14,KEETS,44.37,KEATS,28.66,KEITS,9.82
russian41,russian,50,19.20,20.14,SHE,99.51,SHO,0.18,SHU,0.15
russian41,russian,51,20.20,20.32,CAN,93.38,CON,6.09,COAN,0.30
russian41,russian,52,20.38,20.66,SCOOK,72.26,SCOOP,14.50,SCOOKE,5.45
russian41,russian,53,20.72,20.90,THESE,99.71,THISE,0.10,THE,0.06
russian41,russian,54,20.96,21.36,THINGS,99.54,TINGS,0.38,THINGES,0.02
russian41,russian,55,21.44,21.76,INTO,99.96,INT,0.03,INO,0.01
russian41,russian,56,21.86,22.16,THREE,99.99,THRE,0.00,THHREE,0.00
russian41,russian,57,22.24,22.48,RED,99.10,RUD,0.59,RAD,0.14
russian41,russian,58,22.54,22.92,BAGS,99.04,BEGS,0.86,PAGS,0.04
russian41,russian,59,22.96,23.44,AND,99.80,AN,0.15,ND,0.02
russian41,russian,60,23.50,23.58,WE,97.33,W,2.19,E,0.28
russian41,russian,61,23.62,23.80,WILL,97.11,W'LL,1.48,ILL,0.81
russian41,russian,62,23.86,23.98,GO,100.00,O,0.00,G,0.00
russian41,russian,63,24.14,24.28,MEET,94.73,MEED,3.32,MET,0.88
russian41,russian,64,24.34,24.48,HIM,56.35,HIR,12.78,HEM,10.67
russian41,russian,65,24.54,24.94,WEDNESDAY,99.72,WHEDNESDAY,0.12,WEDNOESDAY,0.05
russian41,russian,66,25.00,25.02,AT,99.93,AN,0.03,IT,0.03
russian41,russian,67,25.10,25.18,THE,99.66,THA,0.19,HE,0.06
russian41,russian,68,25.24,25.50,TRAIN,99.54,TRAINE,0.25,TRAINS,0.04
russian41,russian,69,25.56,26.00,STATION,99.50,STATIONS,0.42,STATEON,0.03
russian42,russian,1,0.00,0.76,PLEASE,99.99,PLEASED,0.01,PLEAS,0.00
russian42,russian,2,0.84,1.12,CALL,98.92,CALLE,0.41,CALLD,0.35
russian42,russian,3,1.18,1.58,STELLA,96.41,STELA,2.43,STELLAH,0.47
russian42,russian,4,1.66,1.96,ASK,99.94,ASKE,0.03,ASKD,0.02
russian42,russian,5,2.00,2.10,HER,99.96,THER,0.02,ER,0.01
russian42,russian,6,2.16,2.20,TO,100.00,T,0.00,O,0.00
russian42,russian,7,2.26,2.40,BRING,99.99,BRIN,0.01,BING,0.00
russian42,russian,8,2.48,2.70,THESE,99.95,THESESE,0.02,TESE,0.01
russian42,russian,9,2.82,3.36,THINGS,99.98,THING,0.01,TINGS,0.01
russian42,russian,10,3.44,3.72,WITH,99.94,WIT,0.03,WIH,0.02
russian42,russian,11,3.80,3.96,HER,99.99,HR,0.00,ER,0.00
russian42,russian,12,4.04,4.26,FROM,99.93,FRON,0.03,FROR,0.02
russian42,russian,13,4.36,4.42,THE,99.67,TH,0.11,THES,0.08
russian42,russian,14,4.48,4.76,STORE,99.63,STOORE,0.12,SDORE,0.09
russian42,russian,15,4.82,5.14,SIX,99.11,SIC,0.36,SIXK,0.31
russian42,russian,16,5.20,5.56,SPIRNS,28.24,SPINS,14.79,SPERNS,11.98
russian42,russian,17,5.66,5.70,OF,99.63,AF,0.16,ON,0.07
russian42,russian,18,5.80,6.06,FRESH,99.97,FREH,0.01,FRES,0.01
russian42,russian,19,6.12,6.36,SNOW,99.88,SOW,0.08,SNEW,0.02
russian42,russian,20,6.40,6.74,PEAS,91.59,PEASE,5.63,PEES,2.33
russian42,russian,21,6.84,7.12,FIVE,100.00,FIE,0.00,FIV,0.00
russian42,russian,22,7.22,7.38,THICK,99.54,THIC,0.41,THICKL,0.01
russian42,russian,23,7.44,7.74,SLABS,87.43,SLAPS,12.37,SLADS,0.06
russian42,russian,24,7.80,7.84,OF,99.87,IF,0.09,ON,0.02
russian42,russian,25,7.94,8.14,BLUE,99.98,BLLUE,0.02,BUE,0.00
russian42,russian,26,8.20,8.52,CHEESE,99.77,CHEES,0.16,CHREESE,0.03
russian42,russian,27,8.60,8.68,AND,99.04,AN,0.57,IND,0.19
russian42,russian,28,8.74,8.96,MAYBE,98.26,MABE,0.49,MEYBE,0.47
russian42,russian,29,9.02,9.02,A,99.96,E,0.02,O,0.02
russian42,russian,30,9.12,9.46,SNACK,91.94,SNAK,6.82,SNOCK,0.34
russian42,russian,31,9.52,9.62,FOR,99.89,FOM,0.03,FROR,0.03
russian42,russian,32,9.68,9.74,HER,99.82,HE,0.10,ER,0.06
russian42,russian,33,9.80,10.04,BROTHER,99.78,BOTHER,0.13,BROTHERS,0.04
russian42,russian,34,10.10,10.40,BOB,86.13,BOBB,12.68,BOUB,0.57
russian42,russian,35,10.48,10.96,WE,88.42,WEY,7.61,TE,1.47
russian42,russian,36,11.02,11.20,ALSO,99.47,ALLSO,0.49,A'SO,0.01
russian42,russian,37,11.26,11.44,NEED,63.64,KNEED,32.92,NEAD,1.30
russian42,russian,38,11.52,11.52,A,99.98,E,0.02,,0.00
russian42,russian,39,11.58,11.80,SMALL,99.98,SMALT,0.01,SMAL,0.01
russian42,russian,40,11.84,12.24,PLASSIC,77.80,PLASSAC,7.04,PLASTIC,4.13
russian42,russian,41,12.30,12.56,SNAKE,98.29,SNEAKE,0.60,SNIKE,0.44
russian42,russian,42,12.62,12.72,AND,98.48,AN,1.22,IND,0.19
russian42,russian,43,12.78,12.78,A,99.97,H,0.03,,0.00
russian42,russian,44,12.84,12.98,BIG,100.00,BI,0.00,BG,0.00
russian42,russian,45,13.04,13.24,TOY,99.66,TOI,0.22,TOU,0.04
russian42,russian,46,13.30,13.56,FROG,99.87,FROGS,0.06,FROGU,0.04
russian42,russian,47,13.62,13.72,FOR,99.90,FOM,0.03,FROR,0.02
russian42,russian,48,13.80,13.84,THE,99.96,THA,0.04,TE,0.00
russian42,russian,49,13.92,14.22,KIDS,99.53,KID'S,0.38,KIDDS,0.07
russian42,russian,50,14.28,14.84,SHE,100.00,SH,0.00,SE,0.00
russian42,russian,51,14.90,15.00,CAN,99.73,CAL,0.05,CIN,0.05
russian42,russian,52,15.06,15.30,SCOOP,95.86,SCOOPE,2.58,SCOUP,1.12
russian42,russian,53,15.36,15.52,THESE,99.97,THE,0.02,THEE,0.00
russian42,russian,54,15.60,15.82,THINGS,99.98,HINGS,0.01,THINS,0.00
russian42,russian,55,15.90,16.04,INTO,99.78,INT,0.11,NTO,0.04
russian42,russian,56,16.12,16.32,THREE,100.00,THRE,0.00,HREE,0.00
russian42,russian,57,16.38,16.54,RED,100.00,RE,0.00,RD,0.00
russian42,russian,58,16.58,17.00,BAGS,99.97,BADS,0.03,BAG,0.00
russian42,russian,59,17.06,17.26,AND,99.77,AN,0.11,IAND,0.03
russian42,russian,60,17.34,17.62,WE'LL,24.81,WEILL,24.25,WEW'LL,22.65
russian42,russian,61,17.66,17.78,GO,98.62,O,0.80,G,0.45
russian42,russian,62,17.84,18.04,MEET,97.93,MEAT,0.92,MEETE,0.56
russian42,russian,63,18.08,18.18,HER,99.99,ER,0.01,HR,0.00
russian42,russian,64,18.28,18.62,WEDNESDAY,99.67,WHEDNESDAY,0.19,WEDENESDAY,0.04
russian42,russian,65,18.66,18.68,AT,99.81,AN,0.07,OT,0.03
russian42,russian,66,18.76,18.80,THE,99.81,THA,0.18,TE,0.01
russian42,russian,67,18.86,19.06,TRAIN,98.23,TRAINE,0.97,TRAIND,0.60
russian42,russian,68,19.12,19.48,STATION,99.98,STATIONS,0.02,STTION,0.00
russian43,russian,1,0.00,0.70,PLEASE,99.99,PLASE,0.01,PLEAS,0.00
russian43,russian,2,0.78,0.96,CALL,97.84,CALLS,0.88,CALLE,0.69
russian43,russian,3,1.02,1.38,STELLA,91.91,STELA,6.34,STELLHA,0.48
russian43,russian,4,1.46,2.04,ASK,97.78,ASKE,0.70,ASKD,0.66
russian43,russian,5,2.10,2.16,HER,95.29,HOR,1.78,FER,1.46
russian43,russian,6,2.22,2.26,IF,69.29,AF,7.67,I,6.26
russian43,russian,7,2.32,2.42,WE,67.12,RE,18.54,WE',5.60
russian43,russian,8,2.48,2.48,O,98.99,T,0.40,S,0.35
russian43,russian,9,2.54,2.94,BRING,99.47,OBRING,0.08,BRINGE,0.08
russian43,russian,10,3.00,3.14,THESE,99.75,THE,0.18,HESE,0.02
russian43,russian,11,3.22,3.42,THINGS,99.13,TINGS,0.61,DHINGS,0.08
russian43,russian,12,3.46,3.56,WITH,36.46,WIT,26.52,TITH,9.16
russian43,russian,13,3.62,3.70,HER,95.92,ER,2.96,HE,0.37
russian43,russian,14,3.78,3.92,FROM,99.03,FOM,0.54,FRON,0.10
russian43,russian,15,4.00,4.06,THE,88.77,THI,6.76,THES,3.33
russian43,russian,16,4.14,4.40,STORE,98.70,STOORE,0.47,SORE,0.35
russian43,russian,17,4.48,4.94,SIX,99.80,SIXE,0.06,SIXK,0.05
russian43,russian,18,5.00,5.32,SMOONS,66.65,SPOONS,18.05,SMOOTS,6.67
russian43,russian,19,5.38,5.42,OF,98.76,AF,0.64,O,0.35
russian43,russian,20,5.48,5.68,FRESH,99.90,FRECH,0.04,FRESCH,0.02
russian43,russian,21,5.74,5.94,SNOW,99.78,SNEW,0.08,SNOWL,0.04
russian43,russian,22,5.98,6.24,PEES,36.17,PIES,23.93,PEESE,17.56
russian43,russian,23,6.40,6.72,FIVE,99.99,FIV,0.00,FIE,0.00
russian43,russian,24,6.80,7.04,SIX,96.37,STIX,2.10,SICX,0.59
russian43,russian,25,7.08,7.32,SOBS,70.70,SLOBS,12.14,SNOBS,7.87
russian43,russian,26,7.38,7.44,OF,85.70,AF,2.92,OT,2.92
russian43,russian,27,7.50,7.66,BLUE,98.66,PLUE,0.50,BLOUE,0.30
russian43,russian,28,7.70,7.96,CHEESE,96.81,CHEES,1.42,CHEASE,0.41
russian43,russian,29,8.02,8.52,AND,99.61,AN,0.21,AD,0.05
russian43,russian,30,8.58,8.82,MAYBE,95.22,MAYEBE,1.69,MABBE,0.96
russian43,russian,31,8.90,8.90,A,99.90,E,0.05,I,0.03
russian43,russian,32,8.96,9.18,SNACK,49.30,SNAK,31.28,SNACP,10.49
russian43,russian,33,9.24,9.32,FOR,98.66,FO,0.50,OR,0.45
russian43,russian,34,9.38,9.44,HER,99.35,ER,0.26,HR,0.17
russian43,russian,35,9.50,9.74,BROTHER,99.80,BROTHR,0.05,BROTHE,0.04
russian43,russian,36,9.80,10.02,BOB,98.32,BOUB,0.83,BAB,0.32
russian43,russian,37,10.08,10.50,WE,99.70,WOE,0.08,WEL,0.05
russian43,russian,38,10.58,10.74,ALSO,99.77,ALLSO,0.19,ALS,0.03
russian43,russian,39,10.80,10.90,NEED,97.41,NEET,1.66,NEAD,0.70
russian43,russian,40,10.98,10.98,A,99.95,E,0.03,O,0.02
russian43,russian,41,11.02,11.20,SMALL,99.87,SNALL,0.08,SMELL,0.02
russian43,russian,42,11.26,11.68,PLASTIC,94.57,PLASTICK,3.14,PALASTIC,0.49
russian43,russian,43,11.72,12.02,SNAKE,99.91,SNAKES,0.03,SNAK,0.02
russian43,russian,44,12.06,12.22,AND,99.51,AN,0.34,ND,0.07
russian43,russian,45,12.28,12.28,A,99.83,I,0.06,E,0.06
russian43,russian,46,12.36,12.50,BIG,99.59,BEIG,0.11,BI,0.11
russian43,russian,47,12.54,12.92,TOY,97.19,TOI,1.47,TOYL,0.59
russian43,russian,48,13.02,13.32,FROG,99.45,FRAG,0.22,FROUG,0.13
russian43,russian,49,13.40,13.50,FOR,99.51,FO,0.10,OR,0.09
russian43,russian,50,13.56,13.62,THE,99.81,THEI,0.06,THER,0.04
russian43,russian,51,13.68,13.92,KIDS,98.22,KID'S,1.46,KID,0.11
russian43,russian,52,13.98,14.50,SHE,99.48,SHO,0.19,SHU,0.19
russian43,russian,53,14.56,14.66,CAN,93.44,COAN,2.41,CUN,1.41
russian43,russian,54,14.72,14.94,SCOOP,45.34,SCOP,12.28,SWOOP,10.19
russian43,russian,55,14.98,15.08,THESE,99.83,THE,0.13,TESE,0.02
russian43,russian,56,15.16,15.38,THINGS,96.50,TINGS,3.04,STHINGS,0.10
russian43,russian,57,15.46,15.62,INTO,99.48,INT,0.24,INO,0.15
russian43,russian,58,15.70,15.90,THREE,99.97,TREE,0.01,TSHREE,0.01
russian43,russian,59,15.96,16.12,RED,99.90,RE,0.05,RID,0.03
russian43,russian,60,16.16,16.48,BAGS,99.67,BATS,0.16,BADS,0.07
russian43,russian,61,16.54,16.74,AND,99.77,AN,0.10,ND,0.09
russian43,russian,62,16.80,16.96,WE'LL,45.18,WEILL,29.83,W'LL,10.66
russian43,russian,63,17.00,17.08,GO,99.87,WGO,0.04,G,0.03
russian43,russian,64,17.18,17.32,MEET,94.54,MEAT,3.54,MET,0.85
russian43,russian,65,17.38,17.50,HER,99.97,ER,0.01,HE,0.01
russian43,russian,66,17.58,17.80,EDNES,33.86,WEDNES,27.31,ENES,13.60
russian43,russian,67,17.84,17.94,DAY,99.99,SDAY,0.01,DA,0.00
russian43,russian,68,18.00,18.02,AT,97.34,OT,1.18,AN,0.77
russian43,russian,69,18.06,18.12,THE,98.34,THA,0.87,TE,0.62
russian43,russian,70,18.18,18.80,TRANSTATION,91.97,TRAINSTATION,3.75,TRANSTATIONS,3.06
russian44,russian,1,0.00,0.94,PLEASE,99.53,BLEASE,0.29,PLEESE,0.13
russian44,russian,2,1.00,1.18,CALL,78.07,COLL,13.79,CAL,5.01
russian44,russian,3,1.24,1.58,STELLA,98.90,STALLA,0.39,STELLE,0.17
russian44,russian,4,1.66,2.44,ASK,99.98,ASKE,0.01,AS,0.00
russian44,russian,5,2.50,2.56,HER,99.96,HE,0.02,HR,0.02
russian44,russian,6,2.64,2.68,TO,99.98,T,0.01,O,0.00
russian44,russian,7,2.76,2.92,BRING,99.99,BRIN,0.01,BING,0.00
russian44,russian,8,3.00,3.12,THESE,99.94,THOSE,0.03,THE,0.01
russian44,russian,9,3.20,3.44,THINGS,99.99,HINGS,0.01,THINS,0.00
russian44,russian,10,3.50,3.60,WITH,99.99,WIT,0.01,WIH,0.00
russian44,russian,11,3.66,3.76,HER,100.00,ER,0.00,HR,0.00
russian44,russian,12,3.82,3.94,FROM,99.97,FOM,0.02,ROM,0.00
russian44,russian,13,4.00,4.06,THE,99.90,THA,0.04,THI,0.03
russian44,russian,14,4.14,4.44,STORE,99.93,STARE,0.02,STORES,0.02
russian44,russian,15,4.52,5.64,SIX,99.06,SIXK,0.55,SIK,0.16
russian44,russian,16,5.70,6.00,SPOONS,98.42,SPOONUS,0.69,SPOONFS,0.54
russian44,russian,17,6.06,6.10,OF,99.86,O,0.05,OR,0.05
russian44,russian,18,6.16,6.40,FRESH,100.00,FREH,0.00,RESH,0.00
russian44,russian,19,6.46,6.70,SNOW,98.64,SNEW,0.64,SNO,0.47
russian44,russian,20,6.74,7.08,PEASE,81.49,PEESE,11.65,PEAS,5.56
russian44,russian,21,7.18,8.06,FIVE,99.99,FIV,0.01,FIE,0.00
russian44,russian,22,8.16,8.36,THICK,99.73,THIC,0.10,THICX,0.05
russian44,russian,23,8.40,8.74,SLABS,99.76,SLAPS,0.10,SLADS,0.09
russian44,russian,24,8.80,8.84,OF,99.34,OR,0.52,O,0.05
russian44,russian,25,8.92,9.08,BLUE,99.99,BLU,0.00,BLLUE,0.00
russian44,russian,26,9.14,9.46,CHEASE,49.58,CHEESE,42.53,CHEAS,4.05
russian44,russian,27,9.54,10.12,AND,98.85,ND,0.56,AN,0.43
russian44,russian,28,10.16,10.36,MAYBE,99.32,MABBE,0.20,MEYBE,0.18
russian44,russian,29,10.42,10.42,A,99.98,O,0.02,,0.00
russian44,russian,30,10.50,10.74,SNAK,52.77,SNACK,39.43,SNAG,2.92
russian44,russian,31,10.80,10.86,FOR,99.70,FOF,0.15,OR,0.06
russian44,russian,32,10.92,10.98,HER,99.71,THER,0.19,HE,0.06
russian44,russian,33,11.04,11.26,BROTHER,99.93,BOTHER,0.03,BROTHR,0.01
russian44,russian,34,11.32,11.60,BOB,90.56,BAB,2.28,BOUB,2.18
russian44,russian,35,11.66,12.52,WELL,69.32,WE'LL,27.16,WE'L,0.87
russian44,russian,36,12.56,12.68,SOON,97.04,SOO,1.99,SON,0.81
russian44,russian,37,12.72,12.82,NEED,80.00,NEAD,15.23,NEET,1.66
russian44,russian,38,12.88,12.88,A,99.98,O,0.02,,0.00
russian44,russian,39,12.94,13.14,SMALL,99.98,SMAL,0.02,SMLL,0.00
russian44,russian,40,13.20,13.58,PLASTICK,74.67,PLASTIC,24.47,BLASTICK,0.37
russian44,russian,41,13.64,13.96,SNAKE,99.17,SNAK,0.72,SNACKE,0.03
russian44,russian,42,14.00,14.56,AND,99.48,AN,0.30,ND,0.15
russian44,russian,43,14.64,14.64,A,99.87,E,0.10,O,0.01
russian44,russian,44,14.70,14.86,BIG,99.72,BEG,0.09,BIGE,0.08
russian44,russian,45,14.92,15.06,TOY,95.54,TOI,3.43,TOU,0.49
russian44,russian,46,15.12,15.32,FROG,99.40,FROC,0.43,FRAG,0.07
russian44,russian,47,15.36,15.42,FOR,99.81,FOF,0.09,FO,0.05
russian44,russian,48,15.46,15.52,THE,99.91,TE,0.04,THEI,0.03
russian44,russian,49,15.56,15.78,KITS,78.88,KIDS,14.13,KIT'S,5.14
russian44,russian,50,15.82,16.86,SHE,100.00,SE,0.00,SH,0.00
russian44,russian,51,16.92,17.00,CAN,99.94,KAN,0.04,CON,0.02
russian44,russian,52,17.06,17.24,SCOOP,98.66,SCOUP,0.74,SCOOPE,0.14
russian44,russian,53,17.30,17.40,THESE,99.93,THE,0.04,THOESE,0.02
russian44,russian,54,17.50,17.72,THINGS,99.99,HINGS,0.01,THINS,0.00
russian44,russian,55,17.80,18.00,INTO,99.87,INT,0.07,INO,0.04
russian44,russian,56,18.08,18.26,THREE,100.00,TREE,0.00,THRE,0.00
russian44,russian,57,18.32,18.48,RED,99.47,RAD,0.50,READ,0.02
russian44,russian,58,18.54,18.88,BAGS,99.95,BAKS,0.04,AGS,0.00
russian44,russian,59,18.96,19.22,AND,99.77,AN,0.11,ND,0.09
russian44,russian,60,19.28,19.34,WE,97.10,W,1.97,E,0.63
russian44,russian,61,19.38,19.52,WILL,92.38,WELL,6.53,WI'LL,0.58
russian44,russian,62,19.56,19.70,GO,99.68,GOA,0.19,GA,0.10
russian44,russian,63,19.76,19.92,MEET,54.87,MEAT,43.91,MET,0.37
russian44,russian,64,19.98,20.08,HER,99.99,HR,0.00,ER,0.00
russian44,russian,65,20.16,20.56,WEDNESDAY,99.96,WEDENESDAY,0.02,WEDNDNESDAY,0.01
russian44,russian,66,20.64,20.82,AT,99.65,AN,0.15,ANT,0.06
russian44,russian,67,20.88,20.94,THE,99.82,THET,0.07,THER,0.04
russian44,russian,68,20.98,21.16,TRAIN,99.67,TRAINE,0.26,TRAIND,0.02
russian44,russian,69,21.20,21.56,STATION,99.96,STATIONS,0.03,SATION,0.00
russian45,russian,1,0.00,1.04,PLEASE,98.35,PLEACE,0.74,PLASE,0.21
russian45,russian,2,1.10,1.48,CALL,80.65,CALLE,5.85,CALLD,3.63
russian45,russian,3,1.54,2.08,STELLA,63.77,STELLAR,15.35,STELA,7.27
russian45,russian,4,2.16,3.10,ASK,98.95,ASKD,0.48,ASKE,0.41
russian45,russian,5,3.14,3.34,HER,100.00,HR,0.00,ER,0.00
russian45,russian,6,3.42,3.58,TO,99.99,T,0.01,O,0.00
russian45,russian,7,3.64,3.90,BRING,99.83,BRINKG,0.05,BLING,0.03
russian45,russian,8,3.98,4.20,THESE,95.53,THEE,1.68,THES,1.37
russian45,russian,9,4.26,4.70,THINGS,29.21,TINGS,24.94,STHINGS,18.00
russian45,russian,10,4.76,4.96,WITH,99.94,WIT,0.04,WIH,0.01
russian45,russian,11,5.02,5.18,HER,99.98,HAR,0.01,HR,0.00
russian45,russian,12,5.24,5.44,FROM,99.87,FOM,0.09,FROR,0.03
russian45,russian,13,5.52,5.64,THE,76.89,THES,14.75,THI,6.60
russian45,russian,14,5.70,6.02,STORE,81.54,STOR,4.92,TORE,4.10
russian45,russian,15,6.10,7.12,SIX,98.68,SEIX,0.84,SIXK,0.14
russian45,russian,16,7.18,7.72,SPOONS,90.61,SCOONS,4.01,SPOONUS,1.60
russian45,russian,17,7.80,7.86,OF,99.74,OR,0.11,O,0.10
russian45,russian,18,7.92,8.26,FRESH,97.40,FRASH,1.53,FRLESH,0.26
russian45,russian,19,8.32,8.70,SNOW,93.62,SNOWE,2.32,SNAW,1.24
